points,direction,correction
"[[0.359375, 67.0], [1.796875, 67.0], [3.234375, 67.0], [4.609375, 66.0], [14.296875, 132.0], [15.671875, 132.0], [19.671875, 132.0], [21.09375, 132.0], [23.703125, 140.0], [32.765625, 233.0], [34.171875, 227.0], [35.484375, 223.0], [36.875, 218.0], [38.234375, 214.0], [39.59375, 210.0], [40.984375, 206.0], [42.328125, 202.0], [43.703125, 199.0], [316.140625, 29.0], [317.390625, 29.0], [319.140625, 30.0], [320.21875, 30.0], [321.28125, 30.0], [322.75, 31.0], [324.03125, 31.0], [325.421875, 32.0], [326.546875, 32.0], [331.453125, 35.0], [332.734375, 36.0], [334.21875, 36.0], [335.5625, 37.0], [336.5625, 38.0], [337.734375, 39.0], [339.21875, 40.0], [340.53125, 41.0], [342.96875, 44.0]]",286,0
"[[1.546875, 67.0], [2.984375, 67.0], [4.3125, 66.0], [13.984375, 133.0], [15.328125, 132.0], [19.421875, 132.0], [20.78125, 133.0], [22.0625, 133.0], [31.046875, 257.0], [33.8125, 229.0], [35.265625, 224.0], [36.640625, 219.0], [38.015625, 215.0], [39.359375, 210.0], [40.765625, 206.0], [42.125, 203.0], [43.453125, 199.0], [44.84375, 196.0], [315.640625, 29.0], [317.25, 29.0], [318.3125, 29.0], [319.21875, 30.0], [320.78125, 30.0], [322.1875, 31.0], [323.375, 31.0], [324.90625, 32.0], [325.671875, 32.0], [327.0625, 32.0], [331.96875, 35.0], [333.578125, 36.0], [334.625, 37.0], [335.703125, 37.0], [337.1875, 38.0], [338.390625, 39.0], [339.578125, 40.0], [340.796875, 42.0], [342.171875, 43.0]]",288,0
"[[359.40625, 68.0], [0.71875, 67.0], [2.140625, 67.0], [3.375, 66.0], [4.765625, 66.0], [14.515625, 132.0], [15.84375, 132.0], [17.234375, 131.0], [18.546875, 131.0], [19.921875, 133.0], [21.234375, 133.0], [23.90625, 141.0], [32.9375, 231.0], [34.3125, 226.0], [35.796875, 222.0], [37.109375, 217.0], [38.53125, 212.0], [39.859375, 209.0], [41.25, 205.0], [42.625, 201.0], [43.96875, 198.0], [315.171875, 29.0], [316.609375, 29.0], [318.109375, 29.0], [319.09375, 30.0], [319.9375, 30.0], [321.75, 30.0], [322.71875, 31.0], [324.40625, 31.0], [325.515625, 32.0], [326.640625, 32.0], [331.421875, 35.0], [333.15625, 36.0], [334.0, 36.0], [335.21875, 37.0], [336.453125, 38.0], [337.8125, 39.0], [338.953125, 40.0], [340.421875, 41.0], [341.59375, 42.0], [342.859375, 44.0], [344.109375, 45.0]]",290,0
"[[1.21875, 362.0], [3.90625, 360.0], [6.578125, 343.0], [7.921875, 345.0], [12.078125, 284.0], [14.703125, 298.0], [16.0625, 299.0], [27.40625, 135.0], [35.765625, 109.0], [38.546875, 103.0], [39.953125, 100.0], [41.34375, 97.0], [42.703125, 95.0], [44.109375, 93.0], [315.65625, 77.0], [316.9375, 79.0], [318.15625, 81.0], [319.5, 83.0], [320.796875, 86.0], [323.34375, 91.0], [328.5, 105.0]]",270,0
"[[4.703125, 360.0], [7.390625, 351.0], [12.859375, 279.0], [15.546875, 299.0], [16.875, 301.0], [35.21875, 111.0], [37.984375, 104.0], [39.359375, 101.0], [40.6875, 98.0], [42.140625, 96.0], [43.515625, 94.0], [44.921875, 91.0], [315.296875, 77.0], [316.5625, 79.0], [317.90625, 81.0], [319.234375, 83.0], [320.5, 85.0], [323.03125, 91.0], [324.28125, 94.0], [337.984375, 356.0], [339.296875, 366.0], [342.0, 366.0]]",272,0
"[[351.46875, 120.0], [1.4375, 361.0], [2.796875, 361.0], [4.125, 360.0], [8.171875, 347.0], [12.296875, 283.0], [14.9375, 297.0], [16.28125, 299.0], [35.96875, 108.0], [37.375, 105.0], [38.765625, 103.0], [41.5, 97.0], [42.96875, 94.0], [44.234375, 92.0], [315.0625, 76.0], [316.28125, 78.0], [317.625, 80.0], [318.953125, 83.0], [320.171875, 85.0], [321.515625, 87.0], [339.0, 359.0], [344.65625, 208.0], [347.8125, 123.0], [349.1875, 122.0], [350.515625, 122.0]]",274,0
"[[1.265625, 362.0], [3.96875, 361.0], [6.78125, 268.0], [12.09375, 283.0], [14.75, 298.0], [16.09375, 299.0], [27.421875, 135.0], [38.53125, 103.0], [39.90625, 100.0], [41.3125, 97.0], [42.703125, 95.0], [44.015625, 93.0], [315.953125, 78.0], [317.234375, 80.0], [318.5, 82.0], [319.859375, 84.0], [321.125, 87.0], [324.953125, 95.0], [349.421875, 358.0]]",276,0
"[[351.6875, 335.0], [353.03125, 334.0], [358.34375, 361.0], [2.375, 360.0], [3.703125, 359.0], [13.140625, 280.0], [15.78125, 300.0], [36.671875, 107.0], [39.484375, 101.0], [40.875, 98.0], [42.171875, 96.0], [43.578125, 94.0], [44.96875, 91.0], [315.6875, 77.0], [317.046875, 79.0], [318.28125, 81.0], [319.546875, 84.0], [320.875, 86.0], [324.671875, 95.0], [328.546875, 105.0], [339.578125, 363.0], [340.921875, 368.0], [343.90625, 211.0]]",278,0
"[[351.875, 338.0], [358.515625, 362.0], [2.53125, 362.0], [3.890625, 360.0], [12.015625, 284.0], [14.6875, 298.0], [16.015625, 299.0], [36.984375, 106.0], [38.40625, 103.0], [39.828125, 100.0], [41.21875, 98.0], [42.5, 95.0], [44.0, 93.0], [315.21875, 77.0], [316.5625, 79.0], [317.84375, 81.0], [319.203125, 83.0], [320.421875, 85.0], [321.78125, 88.0], [324.234375, 94.0], [337.921875, 307.0]]",280,0
"[[3.203125, 362.0], [4.53125, 361.0], [12.6875, 279.0], [15.3125, 296.0], [16.65625, 300.0], [36.234375, 108.0], [37.71875, 105.0], [40.375, 99.0], [41.78125, 96.0], [43.203125, 94.0], [44.5, 92.0], [315.671875, 77.0], [316.890625, 79.0], [318.140625, 81.0], [319.546875, 84.0], [320.765625, 86.0], [324.703125, 95.0], [328.609375, 105.0], [341.0625, 365.0], [344.03125, 211.0]]",282,0
"[[351.78125, 334.0], [353.125, 334.0], [2.71875, 243.0], [6.578125, 343.0], [7.90625, 342.0], [12.015625, 284.0], [14.671875, 298.0], [16.015625, 300.0], [37.046875, 106.0], [38.4375, 103.0], [39.78125, 100.0], [41.109375, 98.0], [42.578125, 95.0], [43.890625, 93.0], [316.140625, 78.0], [317.46875, 80.0], [318.75, 82.0], [320.03125, 85.0], [321.453125, 87.0], [322.640625, 90.0], [337.78125, 311.0]]",284,0
"[[6.796875, 342.0], [8.125, 345.0], [12.15625, 284.0], [14.8125, 298.0], [16.171875, 299.0], [34.453125, 112.0], [37.1875, 106.0], [38.671875, 103.0], [40.046875, 100.0], [41.421875, 97.0], [42.71875, 95.0], [44.15625, 93.0], [315.96875, 78.0], [317.25, 80.0], [318.484375, 82.0], [319.796875, 84.0], [321.140625, 87.0], [324.96875, 95.0], [328.921875, 105.0], [337.40625, 309.0], [345.375, 370.0]]",286,0
"[[352.890625, 336.0], [358.265625, 361.0], [359.578125, 361.0], [0.9375, 361.0], [2.28125, 360.0], [3.609375, 359.0], [14.578125, 235.0], [15.890625, 236.0], [36.875, 107.0], [39.625, 100.0], [41.078125, 98.0], [42.390625, 95.0], [43.796875, 93.0], [315.78125, 77.0], [316.984375, 79.0], [318.203125, 81.0], [319.546875, 84.0], [320.921875, 86.0], [322.140625, 89.0], [324.78125, 95.0], [328.65625, 105.0], [339.734375, 363.0]]",288,0
"[[352.40625, 335.0], [356.453125, 327.0], [359.109375, 360.0], [3.125, 363.0], [4.484375, 363.0], [7.1875, 347.0], [8.53125, 347.0], [12.671875, 279.0], [15.359375, 297.0], [16.703125, 300.0], [28.078125, 133.0], [36.375, 107.0], [37.78125, 104.0], [39.125, 102.0], [40.625, 99.0], [41.9375, 96.0], [43.296875, 94.0], [44.671875, 92.0], [315.234375, 77.0], [316.46875, 79.0], [317.84375, 81.0], [319.1875, 83.0], [320.34375, 85.0], [321.65625, 88.0], [324.25, 94.0], [337.984375, 306.0], [348.65625, 357.0]]",290,0
"[[358.640625, 362.0], [2.65625, 363.0], [4.03125, 362.0], [6.703125, 342.0], [8.046875, 345.0], [12.203125, 284.0], [14.828125, 298.0], [16.203125, 299.0], [35.875, 109.0], [37.328125, 105.0], [38.75, 103.0], [41.515625, 97.0], [42.8125, 95.0], [44.1875, 92.0], [315.359375, 77.0], [316.734375, 79.0], [317.921875, 81.0], [319.21875, 83.0], [320.46875, 85.0], [323.046875, 91.0], [338.046875, 306.0]]",292,0
"[[352.578125, 335.0], [356.640625, 328.0], [359.25, 361.0], [3.265625, 360.0], [4.625, 361.0], [7.296875, 350.0], [8.65625, 346.0], [12.78125, 280.0], [16.765625, 300.0], [28.125, 133.0], [36.453125, 107.0], [39.296875, 101.0], [40.65625, 98.0], [42.015625, 96.0], [43.390625, 94.0], [44.84375, 91.0], [315.4375, 77.0], [316.640625, 79.0], [318.03125, 81.0], [319.328125, 83.0], [320.609375, 86.0], [321.796875, 88.0], [324.46875, 94.0], [328.3125, 104.0]]",294,0
"[[352.90625, 335.0], [358.234375, 361.0], [359.5625, 360.0], [0.921875, 361.0], [2.25, 361.0], [3.5625, 359.0], [4.90625, 360.0], [7.625, 347.0], [8.96875, 342.0], [13.0625, 280.0], [15.6875, 300.0], [35.4375, 110.0], [39.53125, 101.0], [40.890625, 98.0], [42.234375, 96.0], [43.734375, 94.0], [316.078125, 78.0], [317.296875, 80.0], [318.625, 82.0], [319.859375, 84.0], [321.1875, 87.0], [323.765625, 92.0], [337.421875, 308.0]]",296,0
"[[351.640625, 335.0], [352.96875, 335.0], [358.3125, 361.0], [2.328125, 361.0], [3.671875, 359.0], [13.15625, 280.0], [15.84375, 300.0], [36.84375, 107.0], [39.6875, 100.0], [41.0625, 98.0], [42.359375, 95.0], [43.703125, 93.0], [316.109375, 78.0], [317.46875, 80.0], [318.6875, 82.0], [319.953125, 85.0], [321.3125, 87.0], [322.515625, 90.0], [337.484375, 309.0]]",298,0
"[[352.4375, 335.0], [356.484375, 327.0], [359.125, 360.0], [3.109375, 363.0], [4.453125, 363.0], [7.140625, 347.0], [8.484375, 347.0], [12.5625, 279.0], [15.21875, 295.0], [16.546875, 300.0], [36.1875, 108.0], [38.953125, 102.0], [40.25, 99.0], [41.6875, 97.0], [43.0625, 94.0], [44.390625, 92.0], [315.234375, 77.0], [316.453125, 79.0], [317.828125, 81.0], [319.09375, 83.0], [320.390625, 85.0], [321.609375, 88.0], [324.25, 94.0], [334.515625, 135.0], [335.84375, 136.0], [338.421875, 147.0]]",300,0
"[[355.9375, 336.0], [358.59375, 361.0], [2.59375, 362.0], [3.921875, 361.0], [6.640625, 342.0], [7.96875, 343.0], [12.046875, 283.0], [14.6875, 298.0], [16.015625, 300.0], [35.5625, 109.0], [38.375, 103.0], [39.78125, 100.0], [41.1875, 98.0], [42.46875, 95.0], [43.859375, 93.0], [315.796875, 78.0], [317.203125, 80.0], [318.34375, 82.0], [319.765625, 84.0], [321.046875, 86.0], [324.8125, 95.0], [328.6875, 105.0], [339.75, 363.0]]",302,0
"[[352.640625, 335.0], [356.6875, 327.0], [359.3125, 362.0], [1.984375, 362.0], [3.3125, 361.0], [4.671875, 361.0], [7.34375, 350.0], [8.6875, 346.0], [12.765625, 280.0], [16.75, 300.0], [28.03125, 133.0], [36.421875, 107.0], [37.8125, 104.0], [39.09375, 102.0], [40.5, 99.0], [41.90625, 96.0], [43.3125, 94.0], [44.625, 92.0], [315.65625, 77.0], [316.9375, 79.0], [318.28125, 81.0], [319.4375, 83.0], [322.109375, 89.0], [323.3125, 91.0], [328.40625, 104.0]]",304,0
"[[351.84375, 334.0], [353.15625, 334.0], [357.171875, 359.0], [358.5, 361.0], [2.515625, 361.0], [3.859375, 361.0], [6.546875, 344.0], [7.875, 342.0], [12.0, 284.0], [15.96875, 300.0], [35.546875, 109.0], [38.375, 103.0], [39.703125, 100.0], [41.109375, 98.0], [42.453125, 95.0], [43.90625, 93.0], [315.078125, 76.0], [316.28125, 78.0], [317.65625, 80.0], [318.890625, 83.0], [320.15625, 85.0], [321.515625, 87.0], [324.109375, 93.0], [337.765625, 309.0]]",306,0
"[[352.59375, 335.0], [356.640625, 327.0], [359.25, 361.0], [3.265625, 361.0], [4.609375, 361.0], [7.28125, 350.0], [8.640625, 346.0], [12.765625, 280.0], [14.078125, 283.0], [16.703125, 300.0], [28.0625, 133.0], [33.59375, 115.0], [36.296875, 107.0], [37.6875, 104.0], [39.0625, 102.0], [40.453125, 99.0], [41.84375, 96.0], [43.203125, 94.0], [44.6875, 92.0], [315.609375, 77.0], [316.828125, 79.0], [318.046875, 81.0], [319.421875, 83.0], [320.6875, 86.0], [322.0, 89.0], [323.34375, 91.0], [328.515625, 104.0]]",308,0
"[[352.578125, 335.0], [356.640625, 327.0], [359.265625, 361.0], [3.3125, 362.0], [4.65625, 361.0], [7.34375, 352.0], [12.796875, 280.0], [15.4375, 297.0], [16.78125, 300.0], [28.140625, 133.0], [36.5, 107.0], [37.765625, 104.0], [39.140625, 102.0], [40.515625, 99.0], [41.90625, 96.0], [43.390625, 94.0], [44.65625, 92.0], [316.0, 78.0], [317.296875, 80.0], [318.609375, 82.0], [319.984375, 85.0], [321.1875, 87.0], [322.46875, 90.0], [323.796875, 92.0], [337.5, 309.0]]",310,0
"[[356.296875, 327.0], [358.921875, 361.0], [2.953125, 364.0], [4.3125, 362.0], [6.984375, 346.0], [8.328125, 348.0], [12.421875, 281.0], [15.078125, 296.0], [16.421875, 300.0], [27.765625, 134.0], [31.890625, 120.0], [34.6875, 112.0], [36.03125, 108.0], [37.46875, 105.0], [40.21875, 99.0], [41.578125, 97.0], [42.921875, 94.0], [44.40625, 92.0], [315.140625, 77.0], [316.4375, 79.0], [317.84375, 81.0], [319.125, 83.0], [320.375, 85.0], [321.734375, 88.0], [337.984375, 306.0]]",312,0
"[[358.625, 361.0], [2.65625, 362.0], [4.0, 362.0], [6.71875, 344.0], [8.046875, 345.0], [12.1875, 283.0], [14.859375, 298.0], [16.21875, 299.0], [35.9375, 109.0], [37.265625, 105.0], [38.65625, 103.0], [41.46875, 97.0], [42.875, 95.0], [44.203125, 92.0], [315.28125, 77.0], [316.53125, 79.0], [317.875, 81.0], [319.1875, 83.0], [320.34375, 85.0], [321.71875, 88.0], [338.046875, 306.0]]",314,0
"[[352.734375, 335.0], [356.8125, 327.0], [359.4375, 361.0], [0.78125, 361.0], [2.15625, 361.0], [3.484375, 360.0], [4.828125, 360.0], [7.53125, 349.0], [8.890625, 344.0], [13.015625, 279.0], [15.6875, 300.0], [35.453125, 110.0], [36.75, 107.0], [39.59375, 101.0], [41.0, 98.0], [42.3125, 96.0], [43.71875, 93.0], [315.875, 78.0], [317.171875, 80.0], [319.71875, 84.0], [321.015625, 87.0], [323.71875, 92.0], [325.03125, 95.0], [337.375, 308.0]]",316,0
"[[351.890625, 336.0], [355.90625, 338.0], [358.578125, 361.0], [2.609375, 362.0], [3.953125, 362.0], [6.65625, 342.0], [7.96875, 345.0], [12.078125, 283.0], [14.734375, 298.0], [16.09375, 300.0], [27.453125, 135.0], [34.34375, 112.0], [37.234375, 106.0], [38.59375, 103.0], [40.046875, 100.0], [41.40625, 97.0], [42.828125, 95.0], [44.140625, 93.0], [317.453125, 80.0], [318.765625, 82.0], [320.0, 85.0], [321.421875, 87.0], [323.953125, 93.0], [337.609375, 309.0]]",318,0
"[[351.796875, 335.0], [353.125, 334.0], [357.15625, 360.0], [358.484375, 361.0], [2.53125, 362.0], [3.859375, 361.0], [6.5625, 342.0], [7.90625, 343.0], [12.03125, 283.0], [14.6875, 299.0], [16.03125, 300.0], [38.53125, 103.0], [39.984375, 100.0], [41.34375, 97.0], [42.6875, 95.0], [44.0625, 93.0], [315.15625, 76.0], [316.453125, 78.0], [317.734375, 81.0], [319.015625, 83.0], [320.234375, 85.0], [322.859375, 90.0], [324.078125, 93.0], [337.78125, 309.0]]",320,0
"[[355.921875, 337.0], [358.578125, 361.0], [2.609375, 361.0], [3.953125, 360.0], [6.640625, 342.0], [7.96875, 345.0], [12.109375, 283.0], [14.71875, 298.0], [16.078125, 300.0], [27.375, 135.0], [38.5, 103.0], [39.859375, 100.0], [41.25, 97.0], [42.671875, 95.0], [44.046875, 93.0], [316.09375, 78.0], [317.28125, 80.0], [319.890625, 85.0], [321.203125, 87.0], [323.75, 92.0], [328.9375, 106.0], [337.421875, 309.0]]",322,0
"[[359.1875, 360.0], [3.203125, 363.0], [4.515625, 362.0], [7.21875, 347.0], [8.578125, 348.0], [12.71875, 279.0], [14.03125, 283.0], [16.6875, 300.0], [28.046875, 133.0], [33.59375, 115.0], [36.421875, 107.0], [37.75, 104.0], [39.203125, 102.0], [40.5625, 99.0], [41.90625, 96.0], [43.28125, 94.0], [44.703125, 92.0], [315.625, 77.0], [316.859375, 79.0], [318.171875, 81.0], [319.578125, 84.0], [320.75, 86.0], [323.359375, 92.0], [324.703125, 94.0], [328.515625, 105.0]]",324,0
"[[358.703125, 361.0], [2.71875, 362.0], [4.046875, 361.0], [5.40625, 355.0], [6.75, 345.0], [8.078125, 345.0], [12.171875, 284.0], [14.8125, 298.0], [16.15625, 300.0], [27.453125, 135.0], [32.96875, 116.0], [35.765625, 109.0], [38.578125, 103.0], [39.953125, 100.0], [41.25, 97.0], [42.703125, 95.0], [44.078125, 93.0], [316.15625, 78.0], [317.40625, 80.0], [318.65625, 82.0], [320.0, 85.0], [321.203125, 87.0], [322.484375, 90.0], [337.46875, 308.0]]",326,0
"[[358.828125, 361.0], [2.8125, 362.0], [4.140625, 361.0], [6.84375, 346.0], [8.171875, 350.0], [12.265625, 283.0], [14.90625, 298.0], [16.25, 300.0], [34.46875, 112.0], [37.265625, 106.0], [38.640625, 103.0], [39.953125, 100.0], [41.328125, 97.0], [42.6875, 95.0], [44.078125, 93.0], [316.390625, 78.0], [317.515625, 80.0], [318.921875, 83.0], [320.1875, 85.0], [321.40625, 87.0], [322.8125, 90.0], [337.65625, 309.0]]",328,0
"[[352.359375, 335.0], [356.40625, 327.0], [359.03125, 362.0], [3.046875, 364.0], [4.375, 362.0], [7.046875, 346.0], [8.421875, 348.0], [12.5, 281.0], [13.796875, 285.0], [16.46875, 300.0], [31.90625, 120.0], [34.609375, 112.0], [36.03125, 108.0], [37.46875, 105.0], [40.203125, 99.0], [41.53125, 97.0], [43.015625, 94.0], [44.359375, 92.0], [315.09375, 76.0], [316.46875, 78.0], [317.71875, 80.0], [319.015625, 83.0], [320.234375, 85.0], [321.609375, 88.0], [322.84375, 90.0], [324.109375, 93.0], [337.71875, 309.0], [348.34375, 349.0]]",330,0
"[[352.6875, 335.0], [356.75, 327.0], [359.359375, 362.0], [0.703125, 362.0], [2.046875, 362.0], [3.390625, 361.0], [4.71875, 360.0], [7.40625, 352.0], [12.875, 279.0], [15.515625, 299.0], [16.84375, 301.0], [28.21875, 133.0], [33.65625, 115.0], [36.46875, 107.0], [37.828125, 104.0], [39.296875, 101.0], [40.609375, 98.0], [42.046875, 96.0], [43.34375, 94.0], [44.75, 92.0], [316.21875, 78.0], [317.453125, 80.0], [318.65625, 82.0], [320.015625, 85.0], [321.375, 87.0], [323.921875, 93.0], [337.53125, 309.0]]",332,0
"[[352.875, 335.0], [358.1875, 358.0], [359.546875, 361.0], [0.890625, 361.0], [2.21875, 361.0], [3.546875, 360.0], [4.875, 360.0], [7.578125, 349.0], [8.9375, 345.0], [13.015625, 279.0], [15.671875, 300.0], [16.984375, 300.0], [35.21875, 110.0], [38.078125, 104.0], [39.453125, 101.0], [40.765625, 98.0], [42.109375, 96.0], [43.546875, 94.0], [44.921875, 91.0], [315.875, 77.0], [317.15625, 79.0], [318.390625, 82.0], [319.75, 84.0], [321.015625, 86.0], [324.765625, 95.0], [328.671875, 105.0], [339.796875, 363.0]]",334,0
"[[352.78125, 335.0], [356.828125, 328.0], [359.4375, 361.0], [0.796875, 361.0], [2.140625, 361.0], [3.46875, 360.0], [4.796875, 360.0], [7.484375, 349.0], [8.84375, 345.0], [12.890625, 279.0], [15.5625, 300.0], [16.90625, 300.0], [33.734375, 115.0], [36.578125, 107.0], [37.90625, 104.0], [39.296875, 101.0], [40.65625, 98.0], [41.984375, 96.0], [43.421875, 94.0], [44.796875, 91.0], [315.546875, 77.0], [316.734375, 79.0], [318.15625, 81.0], [319.453125, 83.0], [320.734375, 86.0], [323.265625, 91.0]]",336,0
"[[352.921875, 335.0], [358.28125, 361.0], [359.625, 361.0], [0.96875, 360.0], [2.296875, 360.0], [3.640625, 359.0], [5.0, 360.0], [7.6875, 344.0], [13.125, 280.0], [15.796875, 300.0], [35.359375, 110.0], [39.515625, 101.0], [40.90625, 98.0], [42.25, 96.0], [43.65625, 93.0], [315.671875, 77.0], [317.046875, 79.0], [318.328125, 82.0], [319.59375, 84.0], [320.9375, 86.0], [322.171875, 89.0], [324.859375, 95.0], [328.734375, 105.0], [339.859375, 359.0]]",338,0
"[[351.84375, 335.0], [353.1875, 334.0], [357.21875, 358.0], [358.5625, 361.0], [2.578125, 362.0], [3.921875, 361.0], [6.625, 343.0], [8.0, 343.0], [12.015625, 283.0], [14.703125, 298.0], [16.03125, 300.0], [37.03125, 106.0], [38.46875, 103.0], [39.84375, 100.0], [41.21875, 98.0], [42.5625, 95.0], [43.90625, 93.0], [315.34375, 77.0], [316.703125, 79.0], [317.890625, 81.0], [319.25, 83.0], [320.46875, 85.0], [323.140625, 91.0], [328.234375, 104.0], [348.765625, 361.0]]",340,0
"[[359.203125, 360.0], [3.21875, 362.0], [4.5625, 362.0], [7.265625, 347.0], [8.609375, 346.0], [12.703125, 279.0], [14.0, 283.0], [16.703125, 300.0], [37.828125, 104.0], [39.234375, 102.0], [40.53125, 99.0], [41.96875, 96.0], [43.359375, 94.0], [44.71875, 92.0], [315.0625, 76.0], [316.25, 78.0], [317.53125, 80.0], [318.78125, 82.0], [320.0625, 85.0], [321.375, 87.0], [322.734375, 90.0], [337.6875, 309.0]]",342,0
"[[351.78125, 335.0], [353.109375, 334.0], [357.140625, 360.0], [358.453125, 361.0], [2.46875, 362.0], [3.828125, 361.0], [6.546875, 343.0], [7.859375, 342.0], [14.65625, 298.0], [16.0, 300.0], [37.109375, 106.0], [38.40625, 103.0], [39.78125, 100.0], [41.25, 98.0], [42.578125, 95.0], [43.96875, 93.0], [315.390625, 77.0], [316.640625, 79.0], [317.953125, 81.0], [319.296875, 83.0], [320.484375, 85.0], [323.109375, 91.0], [339.3125, 365.0]]",344,0
"[[352.421875, 335.0], [356.46875, 327.0], [359.125, 361.0], [3.140625, 361.0], [4.5, 362.0], [7.171875, 347.0], [8.53125, 347.0], [12.65625, 279.0], [15.328125, 296.0], [16.640625, 300.0], [33.515625, 115.0], [36.390625, 107.0], [37.71875, 104.0], [39.109375, 101.0], [40.46875, 99.0], [41.875, 96.0], [43.21875, 94.0], [44.6875, 92.0], [315.171875, 77.0], [316.53125, 78.0], [317.75, 80.0], [318.953125, 83.0], [320.28125, 85.0], [321.609375, 88.0], [322.90625, 90.0]]",346,0
"[[352.796875, 155.0], [354.15625, 154.0], [358.953125, 362.0], [3.0, 363.0], [4.328125, 362.0], [7.015625, 346.0], [8.375, 348.0], [12.453125, 281.0], [13.78125, 285.0], [16.46875, 300.0], [36.203125, 108.0], [38.90625, 102.0], [40.328125, 99.0], [41.6875, 97.0], [43.109375, 94.0], [44.46875, 92.0], [315.21875, 77.0], [316.484375, 78.0], [317.78125, 80.0], [319.046875, 83.0], [320.3125, 85.0], [321.625, 88.0], [322.875, 90.0], [325.4375, 97.0], [339.109375, 363.0], [342.546875, 127.0], [343.84375, 126.0], [345.234375, 127.0]]",348,0
"[[352.75, 335.0], [356.8125, 328.0], [359.421875, 361.0], [0.78125, 360.0], [2.125, 360.0], [3.4375, 360.0], [4.796875, 360.0], [7.484375, 350.0], [8.84375, 345.0], [12.953125, 279.0], [15.75, 221.0], [17.09375, 221.0], [35.1875, 110.0], [38.046875, 104.0], [39.4375, 101.0], [40.8125, 98.0], [42.25, 96.0], [43.578125, 94.0], [45.0, 91.0], [316.15625, 78.0], [317.484375, 80.0], [318.703125, 82.0], [320.125, 85.0], [321.375, 87.0], [338.84375, 358.0]]",350,0
"[[352.90625, 335.0], [358.265625, 361.0], [359.578125, 361.0], [0.921875, 361.0], [2.25, 361.0], [3.609375, 360.0], [4.921875, 360.0], [7.640625, 344.0], [8.984375, 339.0], [13.09375, 280.0], [15.75, 300.0], [35.34375, 110.0], [38.109375, 104.0], [39.53125, 101.0], [40.90625, 98.0], [42.234375, 96.0], [43.625, 93.0], [44.96875, 91.0], [315.859375, 77.0], [317.03125, 79.0], [318.3125, 82.0], [319.71875, 84.0], [321.015625, 86.0], [322.28125, 89.0], [328.703125, 105.0]]",352,0
"[[351.75, 335.0], [353.109375, 334.0], [357.09375, 363.0], [358.4375, 361.0], [2.453125, 360.0], [3.796875, 360.0], [6.5, 344.0], [7.828125, 342.0], [13.21875, 282.0], [15.90625, 300.0], [34.140625, 113.0], [36.90625, 106.0], [39.640625, 100.0], [40.984375, 98.0], [42.421875, 95.0], [43.78125, 93.0], [316.125, 78.0], [317.484375, 80.0], [318.71875, 82.0], [320.0, 85.0], [321.28125, 87.0], [322.578125, 90.0]]",354,0
"[[352.40625, 335.0], [356.46875, 327.0], [359.0625, 361.0], [3.078125, 363.0], [4.4375, 362.0], [7.109375, 346.0], [8.453125, 349.0], [12.515625, 279.0], [15.1875, 296.0], [16.515625, 300.0], [36.15625, 108.0], [38.9375, 102.0], [40.28125, 99.0], [41.640625, 97.0], [42.984375, 94.0], [44.390625, 92.0], [315.140625, 76.0], [316.4375, 78.0], [317.71875, 80.0], [318.96875, 83.0], [320.3125, 85.0], [321.515625, 88.0], [322.828125, 90.0], [324.109375, 93.0], [339.015625, 361.0]]",356,0
"[[352.265625, 332.0], [356.328125, 327.0], [358.953125, 361.0], [2.984375, 363.0], [4.296875, 362.0], [6.984375, 346.0], [8.34375, 348.0], [12.421875, 282.0], [13.71875, 285.0], [16.390625, 300.0], [35.96875, 108.0], [37.375, 105.0], [38.734375, 103.0], [41.5, 97.0], [42.875, 94.0], [44.234375, 92.0], [315.296875, 77.0], [316.640625, 79.0], [317.859375, 81.0], [319.171875, 83.0], [320.484375, 85.0], [323.078125, 91.0], [324.25, 94.0], [325.59375, 97.0], [339.171875, 366.0]]",358,0
"[[352.609375, 335.0], [356.671875, 328.0], [359.28125, 361.0], [1.953125, 362.0], [3.296875, 362.0], [4.640625, 362.0], [7.3125, 351.0], [12.765625, 280.0], [15.4375, 297.0], [16.765625, 300.0], [28.125, 133.0], [37.796875, 104.0], [39.21875, 102.0], [40.578125, 99.0], [41.90625, 96.0], [43.328125, 94.0], [44.765625, 92.0], [315.8125, 77.0], [317.0625, 79.0], [318.5, 82.0], [319.765625, 84.0], [321.09375, 86.0], [328.765625, 105.0], [339.828125, 359.0]]",360,0
"[[356.109375, 327.0], [358.734375, 361.0], [2.75, 362.0], [4.09375, 361.0], [5.421875, 355.0], [6.78125, 349.0], [8.109375, 350.0], [12.234375, 283.0], [14.859375, 298.0], [16.171875, 300.0], [34.453125, 112.0], [37.1875, 106.0], [38.609375, 103.0], [41.28125, 97.0], [42.671875, 95.0], [44.09375, 93.0], [316.234375, 78.0], [317.53125, 80.0], [318.828125, 83.0], [320.125, 85.0], [321.40625, 87.0], [322.796875, 90.0], [339.078125, 360.0]]",0,0
