points,direction,correction
"[[356.796875, 27.0], [358.09375, 27.0], [0.40625, 27.0], [1.875, 27.0], [2.671875, 27.0], [4.203125, 27.0], [4.828125, 27.0], [6.109375, 27.0], [7.875, 27.0], [8.640625, 27.0], [10.671875, 28.0], [11.671875, 28.0], [15.453125, 37.0], [16.6875, 37.0], [17.96875, 38.0], [19.5, 38.0], [39.796875, 48.0], [41.265625, 48.0], [42.328125, 49.0], [315.796875, 201.0], [318.46875, 192.0], [321.09375, 200.0], [322.40625, 205.0], [328.953125, 241.0], [331.59375, 243.0], [334.28125, 240.0], [335.609375, 241.0], [340.59375, 502.0], [341.9375, 498.0], [343.265625, 493.0], [344.59375, 491.0], [345.921875, 490.0], [353.96875, 27.0], [354.984375, 27.0]]",40,5000
"[[356.703125, 27.0], [358.3125, 27.0], [359.203125, 27.0], [0.96875, 27.0], [2.078125, 27.0], [4.0, 27.0], [4.609375, 27.0], [5.921875, 27.0], [7.578125, 27.0], [9.125, 27.0], [10.28125, 28.0], [15.3125, 37.0], [16.515625, 37.0], [17.8125, 38.0], [19.140625, 38.0], [40.0, 48.0], [41.015625, 48.0], [42.546875, 49.0], [315.703125, 201.0], [318.4375, 192.0], [321.03125, 200.0], [322.375, 205.0], [328.953125, 241.0], [331.609375, 243.0], [334.296875, 240.0], [335.625, 241.0], [340.6875, 501.0], [342.015625, 498.0], [343.34375, 495.0], [344.6875, 490.0], [346.03125, 486.0], [354.3125, 27.0], [355.359375, 27.0]]",45,4500
"[[356.28125, 27.0], [358.015625, 27.0], [358.3125, 27.0], [359.9375, 27.0], [1.65625, 27.0], [2.46875, 27.0], [4.109375, 27.0], [5.46875, 27.0], [6.9375, 27.0], [8.234375, 27.0], [8.875, 28.0], [10.859375, 28.0], [12.328125, 28.0], [15.640625, 37.0], [16.765625, 37.0], [18.328125, 38.0], [19.8125, 38.0], [34.046875, 151.0], [40.296875, 48.0], [41.3125, 48.0], [42.59375, 49.0], [315.84375, 202.0], [318.59375, 192.0], [321.1875, 200.0], [322.515625, 206.0], [329.046875, 241.0], [331.734375, 242.0], [333.09375, 240.0], [334.40625, 240.0], [335.734375, 241.0], [340.765625, 501.0], [342.09375, 498.0], [343.4375, 495.0], [344.78125, 492.0], [346.125, 489.0], [354.296875, 27.0], [355.03125, 27.0]]",50,4000
"[[356.359375, 27.0], [358.078125, 27.0], [359.453125, 27.0], [0.0, 27.0], [2.15625, 27.0], [3.453125, 27.0], [4.375, 27.0], [6.15625, 27.0], [7.21875, 27.0], [8.1875, 27.0], [10.234375, 28.0], [11.59375, 28.0], [12.734375, 28.0], [16.0, 37.0], [17.265625, 37.0], [18.71875, 38.0], [20.21875, 38.0], [34.484375, 151.0], [39.328125, 48.0], [40.71875, 48.0], [41.953125, 49.0], [43.0625, 50.0], [315.875, 202.0], [318.578125, 192.0], [321.234375, 200.0], [322.5625, 206.0], [329.0625, 241.0], [331.734375, 242.0], [335.734375, 241.0], [340.78125, 500.0], [342.125, 499.0], [343.453125, 495.0], [344.78125, 490.0], [346.125, 487.0], [354.421875, 27.0], [354.96875, 27.0]]",55,3500
"[[356.6875, 27.0], [357.234375, 27.0], [358.828125, 27.0], [0.0, 27.0], [1.640625, 27.0], [2.6875, 27.0], [3.984375, 27.0], [5.703125, 27.0], [6.875, 27.0], [8.15625, 27.0], [9.421875, 28.0], [10.390625, 28.0], [11.703125, 28.0], [15.984375, 37.0], [17.0, 37.0], [18.359375, 38.0], [19.78125, 38.0], [34.109375, 151.0], [40.21875, 48.0], [41.546875, 49.0], [42.796875, 50.0], [315.75, 201.0], [318.46875, 192.0], [321.09375, 200.0], [322.4375, 205.0], [329.03125, 241.0], [331.703125, 242.0], [335.75, 241.0], [340.796875, 503.0], [342.140625, 498.0], [343.484375, 495.0], [344.8125, 490.0], [346.15625, 487.0], [354.15625, 27.0], [355.203125, 27.0]]",60,3000
"[[356.546875, 27.0], [358.078125, 27.0], [359.03125, 27.0], [0.71875, 27.0], [2.6875, 27.0], [2.953125, 27.0], [4.625, 27.0], [6.65625, 27.0], [7.015625, 27.0], [8.984375, 27.0], [10.234375, 28.0], [11.546875, 28.0], [12.0625, 28.0], [14.859375, 37.0], [16.328125, 37.0], [17.78125, 37.0], [18.78125, 38.0], [20.03125, 38.0], [32.125, 154.0], [39.453125, 48.0], [41.03125, 48.0], [41.984375, 49.0], [316.640625, 195.0], [317.96875, 192.0], [319.328125, 192.0], [328.578125, 241.0], [333.96875, 238.0], [335.3125, 238.0], [340.328125, 503.0], [341.671875, 498.0], [343.03125, 496.0], [344.359375, 494.0], [345.703125, 489.0], [354.03125, 27.0], [355.234375, 27.0]]",65,2500
"[[356.453125, 27.0], [358.15625, 27.0], [358.625, 27.0], [0.78125, 27.0], [2.03125, 27.0], [3.359375, 27.0], [4.796875, 27.0], [6.390625, 27.0], [6.921875, 27.0], [8.0625, 27.0], [9.578125, 28.0], [11.546875, 28.0], [12.390625, 28.0], [16.109375, 37.0], [17.1875, 37.0], [18.90625, 38.0], [19.828125, 38.0], [34.515625, 151.0], [39.46875, 48.0], [40.421875, 48.0], [42.015625, 49.0], [43.171875, 50.0], [316.0625, 198.0], [317.46875, 194.0], [318.78125, 191.0], [322.75, 207.0], [325.375, 223.0], [329.34375, 240.0], [330.703125, 241.0], [332.046875, 242.0], [333.40625, 239.0], [334.703125, 238.0], [336.078125, 239.0], [341.109375, 501.0], [342.453125, 498.0], [343.78125, 492.0], [345.125, 489.0], [354.78125, 27.0], [356.140625, 27.0]]",70,2000
"[[356.765625, 27.0], [357.90625, 27.0], [359.421875, 27.0], [1.375, 27.0], [1.65625, 27.0], [3.40625, 27.0], [4.71875, 27.0], [6.40625, 27.0], [6.921875, 27.0], [9.0, 27.0], [9.640625, 28.0], [11.03125, 28.0], [12.65625, 28.0], [15.25, 37.0], [16.390625, 37.0], [17.828125, 38.0], [19.125, 38.0], [20.265625, 38.0], [32.109375, 154.0], [39.6875, 48.0], [40.921875, 48.0], [42.15625, 49.0], [315.90625, 199.0], [317.265625, 196.0], [318.640625, 192.0], [321.25, 200.0], [322.546875, 206.0], [325.203125, 221.0], [329.171875, 242.0], [331.84375, 242.0], [333.171875, 239.0], [334.53125, 240.0], [335.859375, 241.0], [340.90625, 503.0], [342.21875, 499.0], [343.578125, 495.0], [344.90625, 490.0], [354.59375, 27.0], [355.296875, 27.0]]",75,1500
"[[356.71875, 27.0], [358.78125, 27.0], [359.875, 27.0], [1.140625, 27.0], [2.875, 27.0], [4.125, 27.0], [4.921875, 27.0], [6.59375, 27.0], [7.921875, 27.0], [8.703125, 27.0], [10.109375, 28.0], [11.71875, 28.0], [15.421875, 37.0], [16.546875, 37.0], [17.84375, 38.0], [19.25, 38.0], [33.796875, 152.0], [39.9375, 48.0], [41.28125, 48.0], [42.515625, 49.0], [315.578125, 202.0], [318.328125, 192.0], [319.65625, 192.0], [322.296875, 204.0], [328.921875, 241.0], [331.59375, 244.0], [334.28125, 240.0], [335.625, 241.0], [340.671875, 502.0], [342.0, 498.0], [343.34375, 495.0], [344.6875, 489.0], [346.015625, 485.0], [353.453125, 27.0], [355.125, 27.0]]",80,1000
"[[355.984375, 27.0], [357.25, 27.0], [358.203125, 27.0], [359.515625, 27.0], [1.375, 27.0], [2.578125, 27.0], [4.046875, 27.0], [5.15625, 27.0], [7.125, 27.0], [8.25, 27.0], [8.96875, 27.0], [10.046875, 28.0], [11.828125, 28.0], [15.34375, 37.0], [16.828125, 37.0], [18.0, 38.0], [19.46875, 38.0], [33.921875, 152.0], [39.921875, 48.0], [41.15625, 48.0], [42.671875, 49.0], [316.609375, 194.0], [317.96875, 193.0], [319.296875, 192.0], [333.890625, 236.0], [335.203125, 236.0], [336.53125, 242.0], [341.578125, 499.0], [342.921875, 496.0], [344.25, 494.0], [345.59375, 489.0], [353.09375, 27.0], [355.25, 27.0]]",85,500
"[[9.796875, 34.0], [12.484375, 32.0], [13.625, 31.0], [15.375, 30.0], [16.5, 30.0], [18.703125, 29.0], [20.4375, 28.0], [21.296875, 28.0], [22.78125, 27.0], [24.46875, 27.0], [25.71875, 26.0], [26.5625, 26.0], [28.234375, 26.0], [32.46875, 24.0], [35.65625, 24.0], [35.140625, 24.0], [37.640625, 24.0], [38.546875, 23.0], [40.3125, 23.0], [42.390625, 23.0], [42.03125, 23.0], [330.890625, 188.0], [336.46875, 153.0], [337.859375, 149.0]]",270,4500
"[[8.578125, 35.0], [11.703125, 33.0], [12.828125, 32.0], [14.375, 31.0], [16.140625, 30.0], [17.171875, 29.0], [19.046875, 29.0], [20.75, 28.0], [21.890625, 27.0], [23.28125, 27.0], [25.390625, 26.0], [27.21875, 26.0], [28.203125, 26.0], [28.953125, 26.0], [33.625, 24.0], [34.25, 24.0], [36.515625, 24.0], [37.34375, 23.0], [39.015625, 23.0], [40.6875, 23.0], [41.1875, 23.0], [44.28125, 23.0], [316.78125, 638.0], [319.46875, 635.0], [330.765625, 189.0], [336.34375, 150.0], [337.75, 151.0]]",275,4000
"[[11.5625, 32.0], [13.625, 31.0], [14.59375, 31.0], [16.0625, 30.0], [17.40625, 29.0], [19.09375, 29.0], [21.1875, 28.0], [22.0625, 27.0], [23.203125, 27.0], [25.0, 26.0], [27.0625, 26.0], [28.796875, 26.0], [33.203125, 24.0], [34.421875, 24.0], [35.984375, 24.0], [39.078125, 23.0], [38.640625, 23.0], [41.765625, 23.0], [41.59375, 23.0], [44.421875, 23.0], [317.25, 635.0], [318.59375, 635.0], [331.203125, 186.0], [336.75, 151.0]]",280,3500
"[[10.53125, 34.0], [12.09375, 33.0], [13.3125, 32.0], [14.515625, 31.0], [16.078125, 30.0], [18.078125, 29.0], [19.515625, 29.0], [21.078125, 28.0], [21.921875, 27.0], [23.78125, 27.0], [25.515625, 26.0], [25.96875, 26.0], [27.40625, 26.0], [29.578125, 26.0], [33.765625, 24.0], [35.375, 24.0], [36.4375, 24.0], [37.8125, 23.0], [38.46875, 23.0], [40.484375, 23.0], [42.9375, 23.0], [44.265625, 23.0], [317.84375, 636.0], [319.171875, 635.0], [334.46875, 174.0], [337.25, 151.0]]",285,3000
"[[12.34375, 32.0], [14.25, 31.0], [15.234375, 30.0], [16.375, 30.0], [17.90625, 29.0], [19.59375, 28.0], [21.34375, 28.0], [22.6875, 27.0], [24.28125, 27.0], [25.515625, 26.0], [26.703125, 26.0], [29.078125, 26.0], [32.859375, 24.0], [35.375, 24.0], [34.9375, 24.0], [38.03125, 24.0], [37.984375, 23.0], [40.703125, 23.0], [42.078125, 23.0], [43.40625, 23.0], [43.796875, 23.0], [316.234375, 642.0], [317.546875, 635.0], [318.890625, 635.0], [331.4375, 184.0], [336.96875, 151.0]]",290,2500
"[[8.375, 35.0], [11.703125, 33.0], [13.015625, 32.0], [14.234375, 31.0], [15.609375, 30.0], [17.125, 29.0], [18.78125, 29.0], [20.703125, 28.0], [22.53125, 27.0], [23.625, 27.0], [25.390625, 26.0], [26.625, 26.0], [27.296875, 26.0], [29.328125, 26.0], [34.828125, 24.0], [34.484375, 24.0], [35.875, 24.0], [37.015625, 23.0], [38.8125, 23.0], [41.53125, 23.0], [41.390625, 23.0], [44.234375, 23.0], [316.234375, 642.0], [317.578125, 635.0], [318.921875, 635.0], [331.53125, 188.0], [334.3125, 174.0], [337.0625, 151.0]]",295,2000
"[[7.765625, 35.0], [10.515625, 33.0], [12.140625, 32.0], [13.703125, 31.0], [14.90625, 31.0], [16.3125, 30.0], [18.453125, 29.0], [19.984375, 28.0], [20.734375, 28.0], [21.8125, 27.0], [23.59375, 27.0], [25.625, 26.0], [27.03125, 26.0], [27.8125, 26.0], [35.265625, 24.0], [36.484375, 24.0], [36.734375, 24.0], [37.375, 23.0], [39.265625, 23.0], [41.984375, 23.0], [43.328125, 23.0], [44.53125, 23.0], [316.375, 641.0], [317.71875, 635.0], [319.0625, 635.0], [331.609375, 188.0], [334.359375, 174.0], [337.140625, 151.0]]",300,1500
"[[7.65625, 35.0], [9.390625, 34.0], [12.15625, 32.0], [13.71875, 31.0], [15.03125, 31.0], [16.828125, 30.0], [17.890625, 29.0], [19.828125, 28.0], [21.03125, 28.0], [22.0625, 27.0], [23.34375, 27.0], [25.921875, 26.0], [26.0, 26.0], [27.796875, 26.0], [33.140625, 24.0], [35.265625, 24.0], [35.9375, 24.0], [37.71875, 23.0], [40.484375, 23.0], [41.890625, 23.0], [42.734375, 23.0], [43.8125, 23.0], [44.4375, 22.0], [316.671875, 640.0], [318.0, 635.0], [319.359375, 635.0], [330.546875, 192.0]]",305,1000
"[[9.203125, 34.0], [12.03125, 32.0], [13.671875, 31.0], [14.78125, 30.0], [16.703125, 30.0], [18.28125, 29.0], [19.171875, 28.0], [21.296875, 28.0], [22.453125, 27.0], [24.296875, 27.0], [25.34375, 26.0], [27.53125, 26.0], [28.0, 26.0], [35.171875, 24.0], [35.59375, 24.0], [37.171875, 24.0], [38.078125, 23.0], [38.90625, 23.0], [42.015625, 23.0], [42.359375, 23.0], [44.6875, 23.0], [44.609375, 22.0], [317.40625, 635.0], [318.75, 635.0], [331.265625, 185.0], [336.828125, 151.0]]",310,500
"[[8.484375, 35.0], [9.9375, 34.0], [11.59375, 33.0], [13.046875, 32.0], [14.609375, 31.0], [15.5625, 30.0], [17.640625, 29.0], [18.25, 29.0], [19.75, 28.0], [21.328125, 28.0], [22.90625, 27.0], [24.515625, 27.0], [25.640625, 26.0], [28.0625, 26.0], [29.0625, 26.0], [33.828125, 24.0], [34.21875, 24.0], [37.25, 24.0], [36.828125, 23.0], [39.484375, 23.0], [41.234375, 23.0], [42.5, 23.0], [43.640625, 23.0], [319.484375, 635.0], [330.65625, 191.0]]",315,0
"[[9.390625, 34.0], [12.6875, 32.0], [14.5, 31.0], [15.390625, 30.0], [16.9375, 30.0], [18.125, 29.0], [19.90625, 28.0], [21.890625, 28.0], [23.15625, 27.0], [23.90625, 27.0], [26.65625, 26.0], [27.515625, 26.0], [28.875, 26.0], [32.9375, 24.0], [33.6875, 24.0], [35.25, 24.0], [37.421875, 24.0], [39.625, 23.0], [39.859375, 23.0], [42.359375, 23.0], [43.1875, 23.0], [43.6875, 23.0], [317.296875, 636.0], [318.640625, 636.0], [331.15625, 186.0], [333.890625, 176.0], [336.671875, 151.0]]",320,-500
"[[11.046875, 33.0], [12.234375, 32.0], [14.15625, 31.0], [15.203125, 30.0], [16.515625, 30.0], [18.734375, 29.0], [19.71875, 28.0], [21.359375, 28.0], [22.71875, 27.0], [23.6875, 27.0], [26.359375, 26.0], [27.734375, 26.0], [28.46875, 26.0], [33.171875, 24.0], [33.671875, 24.0], [35.359375, 24.0], [36.78125, 24.0], [39.1875, 23.0], [39.765625, 23.0], [40.71875, 23.0], [43.078125, 23.0], [43.28125, 23.0], [317.46875, 635.0], [318.796875, 635.0], [327.265625, 207.0], [331.28125, 185.0], [336.796875, 151.0]]",325,-1000
"[[9.578125, 34.0], [12.03125, 32.0], [14.0625, 31.0], [15.078125, 30.0], [17.125, 30.0], [18.25, 29.0], [19.96875, 28.0], [20.8125, 28.0], [22.0625, 27.0], [23.59375, 27.0], [26.171875, 26.0], [26.8125, 26.0], [28.515625, 26.0], [32.21875, 24.0], [35.1875, 24.0], [34.890625, 24.0], [36.75, 24.0], [37.953125, 23.0], [40.765625, 23.0], [41.921875, 23.0], [42.5, 23.0], [44.84375, 23.0], [317.34375, 636.0], [318.671875, 636.0], [331.140625, 185.0], [336.71875, 151.0]]",330,-1500
"[[10.390625, 33.0], [13.28125, 31.0], [15.171875, 31.0], [16.84375, 30.0], [17.609375, 29.0], [19.28125, 28.0], [21.125, 28.0], [21.828125, 27.0], [24.25, 27.0], [24.96875, 26.0], [26.15625, 26.0], [27.84375, 26.0], [33.625, 24.0], [36.546875, 24.0], [36.921875, 24.0], [39.21875, 23.0], [38.75, 23.0], [40.625, 23.0], [42.359375, 23.0], [43.078125, 23.0], [319.40625, 635.0], [330.546875, 191.0], [337.375, 152.0]]",335,-2000
"[[10.046875, 34.0], [11.25, 33.0], [12.59375, 32.0], [14.078125, 31.0], [15.453125, 30.0], [16.8125, 30.0], [18.328125, 29.0], [20.3125, 28.0], [21.265625, 28.0], [23.71875, 27.0], [24.953125, 27.0], [26.28125, 26.0], [28.203125, 26.0], [28.203125, 26.0], [33.484375, 24.0], [34.359375, 24.0], [36.84375, 24.0], [38.421875, 23.0], [37.953125, 23.0], [40.0625, 23.0], [41.734375, 23.0], [43.8125, 23.0], [44.8125, 22.0], [319.671875, 635.0], [330.796875, 189.0], [336.28125, 150.0], [337.625, 151.0]]",340,-2500
"[[9.265625, 34.0], [10.875, 33.0], [12.40625, 32.0], [13.6875, 31.0], [15.28125, 31.0], [16.5, 30.0], [17.734375, 29.0], [19.09375, 28.0], [20.984375, 28.0], [21.8125, 27.0], [24.125, 27.0], [24.78125, 26.0], [27.484375, 26.0], [27.75, 26.0], [34.125, 24.0], [35.484375, 24.0], [37.609375, 24.0], [38.046875, 23.0], [39.890625, 23.0], [41.578125, 23.0], [43.109375, 23.0], [43.421875, 23.0], [44.34375, 22.0], [316.703125, 640.0], [318.03125, 635.0], [319.359375, 635.0], [337.359375, 150.0]]",345,-3000
"[[12.59375, 32.0], [13.546875, 31.0], [15.15625, 30.0], [17.03125, 30.0], [17.671875, 29.0], [19.234375, 28.0], [21.125, 28.0], [22.4375, 27.0], [23.65625, 27.0], [25.125, 26.0], [27.234375, 26.0], [27.53125, 26.0], [33.703125, 24.0], [36.59375, 24.0], [37.9375, 24.0], [37.328125, 23.0], [39.625, 23.0], [40.140625, 23.0], [43.28125, 23.0], [43.03125, 23.0], [316.15625, 642.0], [317.484375, 635.0], [318.8125, 635.0], [331.265625, 185.0], [336.75, 151.0]]",350,-3500
"[[9.765625, 34.0], [12.90625, 32.0], [14.484375, 31.0], [15.765625, 30.0], [17.25, 29.0], [19.34375, 29.0], [20.0, 28.0], [22.03125, 28.0], [23.75, 27.0], [24.375, 26.0], [25.5, 26.0], [28.46875, 26.0], [29.265625, 26.0], [33.359375, 24.0], [35.4375, 24.0], [35.453125, 24.0], [38.59375, 23.0], [39.078125, 23.0], [39.5, 23.0], [42.609375, 23.0], [42.625, 23.0], [317.046875, 635.0], [319.71875, 635.0], [330.890625, 188.0], [336.421875, 150.0], [337.765625, 150.0]]",355,-4000
"[[7.234375, 36.0], [10.84375, 33.0], [11.78125, 32.0], [13.296875, 31.0], [15.125, 31.0], [16.421875, 30.0], [17.53125, 29.0], [18.953125, 29.0], [20.703125, 28.0], [22.125, 27.0], [23.515625, 27.0], [25.734375, 26.0], [25.890625, 26.0], [27.46875, 26.0], [34.90625, 24.0], [36.234375, 24.0], [37.5625, 24.0], [38.875, 23.0], [38.453125, 23.0], [40.03125, 23.0], [42.15625, 23.0], [44.28125, 23.0], [319.703125, 635.0], [330.859375, 188.0], [336.359375, 150.0], [337.71875, 150.0]]",360,-4500
"[[8.5, 34.0], [11.90625, 32.0], [12.984375, 32.0], [14.5625, 31.0], [16.625, 30.0], [17.421875, 29.0], [19.546875, 29.0], [20.859375, 28.0], [21.6875, 27.0], [23.578125, 27.0], [24.375, 26.0], [25.890625, 26.0], [27.9375, 26.0], [29.5, 26.0], [33.296875, 24.0], [34.125, 24.0], [36.015625, 24.0], [38.015625, 23.0], [40.171875, 23.0], [41.5, 23.0], [42.328125, 23.0], [44.21875, 23.0], [319.4375, 635.0], [330.609375, 191.0]]",0,18000
"[[9.71875, 34.0], [12.390625, 32.0], [14.546875, 31.0], [15.28125, 30.0], [17.140625, 30.0], [18.265625, 29.0], [20.09375, 28.0], [21.53125, 28.0], [22.625, 27.0], [24.390625, 27.0], [25.5, 26.0], [26.71875, 26.0], [29.3125, 26.0], [32.703125, 24.0], [35.28125, 24.0], [35.59375, 24.0], [38.359375, 23.0], [38.734375, 23.0], [41.015625, 23.0], [40.890625, 23.0], [42.0, 23.0], [44.5, 22.0], [317.140625, 636.0], [319.796875, 636.0], [330.90625, 188.0], [336.375, 152.0], [337.734375, 150.0]]",5,17500
"[[9.046875, 34.0], [10.671875, 33.0], [11.875, 32.0], [13.90625, 31.0], [15.453125, 31.0], [16.8125, 30.0], [17.734375, 29.0], [19.15625, 28.0], [20.953125, 28.0], [22.890625, 27.0], [23.921875, 27.0], [25.0625, 26.0], [26.21875, 26.0], [28.015625, 26.0], [34.390625, 24.0], [34.703125, 24.0], [37.84375, 24.0], [37.609375, 23.0], [40.5, 23.0], [40.328125, 23.0], [42.15625, 23.0], [43.71875, 23.0], [44.1875, 22.0], [316.640625, 640.0], [317.96875, 635.0], [319.3125, 635.0], [337.296875, 150.0]]",10,17000
"[[9.5625, 34.0], [12.046875, 32.0], [13.984375, 31.0], [15.46875, 30.0], [16.453125, 30.0], [18.640625, 29.0], [20.078125, 28.0], [21.578125, 28.0], [22.8125, 27.0], [24.046875, 27.0], [25.25, 26.0], [27.171875, 26.0], [27.65625, 26.0], [32.0, 24.0], [35.453125, 24.0], [34.890625, 24.0], [36.265625, 24.0], [38.109375, 23.0], [39.609375, 23.0], [40.390625, 23.0], [42.296875, 23.0], [44.25, 23.0], [319.40625, 635.0], [330.515625, 191.0], [337.375, 152.0]]",15,16500
"[[9.0625, 34.0], [11.65625, 32.0], [13.140625, 32.0], [14.84375, 31.0], [16.625, 30.0], [17.65625, 29.0], [19.34375, 29.0], [20.328125, 28.0], [21.796875, 27.0], [23.921875, 27.0], [24.84375, 26.0], [26.4375, 26.0], [28.03125, 26.0], [29.359375, 26.0], [33.078125, 24.0], [36.234375, 24.0], [36.8125, 24.0], [38.328125, 23.0], [40.234375, 23.0], [40.875, 23.0], [41.859375, 23.0], [44.21875, 23.0], [319.4375, 635.0], [330.609375, 191.0]]",20,16000
"[[9.078125, 34.0], [12.28125, 32.0], [14.078125, 31.0], [15.40625, 30.0], [16.203125, 30.0], [18.21875, 29.0], [19.890625, 28.0], [21.625, 28.0], [22.3125, 27.0], [23.96875, 27.0], [25.203125, 26.0], [26.484375, 26.0], [28.375, 26.0], [35.28125, 24.0], [35.765625, 24.0], [36.53125, 24.0], [39.265625, 23.0], [40.59375, 23.0], [40.171875, 23.0], [43.296875, 23.0], [44.625, 23.0], [318.046875, 645.0], [319.40625, 645.0], [337.40625, 151.0]]",25,15500
"[[11.0, 33.0], [12.421875, 32.0], [14.28125, 31.0], [15.296875, 30.0], [16.734375, 30.0], [18.1875, 29.0], [20.375, 28.0], [21.21875, 28.0], [22.328125, 27.0], [24.015625, 27.0], [25.546875, 26.0], [26.9375, 26.0], [27.78125, 26.0], [32.875, 24.0], [33.96875, 24.0], [36.15625, 24.0], [36.34375, 24.0], [37.75, 23.0], [40.84375, 23.0], [42.25, 23.0], [43.578125, 23.0], [43.703125, 23.0], [317.25, 636.0], [318.578125, 636.0], [331.046875, 187.0]]",30,15000
"[[9.34375, 34.0], [12.34375, 32.0], [13.34375, 31.0], [15.375, 30.0], [16.78125, 30.0], [17.9375, 29.0], [20.109375, 28.0], [21.5, 28.0], [22.078125, 27.0], [23.921875, 27.0], [26.171875, 26.0], [26.375, 26.0], [27.984375, 26.0], [32.1875, 24.0], [34.078125, 24.0], [35.046875, 24.0], [37.25, 24.0], [39.0625, 23.0], [40.796875, 23.0], [42.421875, 23.0], [43.515625, 23.0], [44.296875, 23.0], [317.03125, 635.0], [319.703125, 635.0], [330.84375, 188.0], [336.390625, 150.0], [337.703125, 150.0]]",35,14500
"[[11.65625, 32.0], [13.78125, 31.0], [14.640625, 31.0], [16.265625, 30.0], [17.765625, 29.0], [19.75, 29.0], [20.90625, 28.0], [22.6875, 27.0], [23.078125, 27.0], [25.28125, 26.0], [26.28125, 26.0], [28.15625, 26.0], [32.96875, 24.0], [34.59375, 24.0], [36.265625, 24.0], [37.421875, 23.0], [38.625, 23.0], [40.3125, 23.0], [42.6875, 23.0], [42.8125, 23.0], [44.03125, 22.0], [317.078125, 635.0], [319.75, 635.0], [330.984375, 188.0], [337.859375, 149.0]]",40,14000
"[[8.53125, 35.0], [10.0, 34.0], [12.890625, 32.0], [14.109375, 31.0], [16.0, 30.0], [16.890625, 29.0], [18.8125, 29.0], [20.1875, 28.0], [21.203125, 28.0], [23.5, 27.0], [24.234375, 27.0], [26.390625, 26.0], [27.75, 26.0], [28.203125, 26.0], [33.59375, 24.0], [34.1875, 24.0], [35.21875, 24.0], [37.015625, 23.0], [37.921875, 23.0], [39.703125, 23.0], [42.53125, 23.0], [43.875, 23.0], [44.40625, 22.0], [319.65625, 635.0], [330.8125, 189.0], [336.265625, 150.0], [337.65625, 151.0]]",45,13500
"[[9.65625, 34.0], [12.46875, 32.0], [13.625, 31.0], [15.234375, 30.0], [17.265625, 30.0], [18.5, 29.0], [20.09375, 28.0], [21.1875, 28.0], [23.1875, 27.0], [23.640625, 27.0], [25.5625, 26.0], [26.828125, 26.0], [27.734375, 26.0], [33.140625, 24.0], [35.46875, 24.0], [35.296875, 24.0], [37.265625, 24.0], [38.265625, 23.0], [40.671875, 23.0], [42.421875, 23.0], [42.4375, 23.0], [317.203125, 636.0], [318.515625, 636.0], [331.0, 187.0]]",50,13000
"[[7.453125, 35.0], [11.78125, 32.0], [13.21875, 31.0], [14.5625, 31.0], [16.0, 30.0], [17.4375, 29.0], [18.96875, 28.0], [20.640625, 28.0], [22.046875, 27.0], [23.375, 27.0], [25.859375, 26.0], [26.53125, 26.0], [27.46875, 26.0], [34.140625, 24.0], [34.328125, 24.0], [37.671875, 24.0], [37.46875, 23.0], [40.3125, 23.0], [40.8125, 23.0], [43.03125, 23.0], [43.109375, 23.0], [317.171875, 636.0], [318.515625, 636.0], [330.953125, 188.0], [337.828125, 149.0]]",55,12500
"[[8.484375, 35.0], [11.484375, 32.0], [12.734375, 32.0], [14.890625, 31.0], [16.109375, 30.0], [17.671875, 29.0], [19.078125, 29.0], [20.734375, 28.0], [21.71875, 27.0], [24.078125, 27.0], [24.59375, 26.0], [25.953125, 26.0], [27.859375, 26.0], [28.53125, 26.0], [33.171875, 24.0], [34.5, 24.0], [35.640625, 24.0], [37.28125, 23.0], [38.796875, 23.0], [39.8125, 23.0], [42.03125, 23.0], [43.125, 23.0], [44.484375, 22.0], [317.015625, 635.0], [319.65625, 635.0], [330.859375, 188.0], [336.40625, 150.0], [337.71875, 150.0]]",60,12000
"[[8.890625, 34.0], [11.75, 32.0], [13.015625, 31.0], [14.65625, 31.0], [15.84375, 30.0], [17.375, 29.0], [18.6875, 29.0], [20.421875, 28.0], [22.0, 27.0], [23.40625, 27.0], [25.0, 26.0], [26.90625, 26.0], [27.65625, 26.0], [28.796875, 26.0], [33.28125, 24.0], [34.34375, 24.0], [36.140625, 24.0], [38.84375, 23.0], [38.890625, 23.0], [41.5, 23.0], [41.4375, 23.0], [44.21875, 23.0], [317.625, 638.0], [318.96875, 635.0], [331.46875, 184.0]]",65,11500
"[[9.75, 34.0], [11.234375, 33.0], [14.3125, 31.0], [15.5, 30.0], [17.375, 29.0], [19.390625, 29.0], [20.34375, 28.0], [21.609375, 28.0], [23.328125, 27.0], [24.515625, 26.0], [26.53125, 26.0], [27.296875, 26.0], [29.75, 26.0], [33.109375, 24.0], [34.125, 24.0], [37.328125, 24.0], [37.0, 23.0], [38.75, 23.0], [41.328125, 23.0], [41.171875, 23.0], [44.03125, 23.0], [44.53125, 22.0], [316.765625, 640.0], [319.421875, 635.0], [337.359375, 151.0]]",70,11000
